isoform	gene	length
PB.10806.28	novelGene_107845	1125
PB.10806.30	novelGene_107846	555
PB.10813.1	novelGene_107890	327
PB.10825.8	novelGene_107956	525
PB.10825.5	novelGene_107958	525
PB.10825.11	novelGene_107959	525
PB.10825.12	novelGene_107960	483
PB.10825.13	novelGene_107961	411
PB.10825.15	novelGene_107964	339
PB.10825.17	novelGene_107965	318
PB.10827.5	novelGene_107987	567
PB.10827.8	novelGene_107988	348
PB.10827.9	novelGene_107989	348
PB.10827.10	novelGene_107991	336
PB.10827.15	novelGene_107996	567
PB.10827.14	novelGene_107997	567
PB.10827.18	novelGene_107999	348
PB.10827.20	novelGene_108001	348
PB.10836.4	novelGene_108051	477
PB.10836.10	novelGene_108054	1233
PB.10836.9	novelGene_108055	1233
PB.10836.8	novelGene_108056	1233
PB.10836.7	novelGene_108057	1233
PB.10836.13	novelGene_108058	477
PB.10836.12	novelGene_108059	1233
PB.10834.6	novelGene_108074	450
PB.10834.4	novelGene_108075	633
PB.10834.9	novelGene_108078	633
PB.10834.8	novelGene_108079	633
PB.10878.9	novelGene_108210	1692
PB.10878.19	novelGene_108220	582
PB.10876.7	novelGene_108246	1746
PB.10877.5	novelGene_108251	849
PB.10888.4	novelGene_108272	1830
PB.10888.7	novelGene_108275	1830
PB.10891.2	novelGene_108290	543
PB.10891.1	novelGene_108291	543
PB.10891.3	novelGene_108292	543
PB.10891.5	novelGene_108304	543
PB.10891.19	novelGene_108308	543
PB.10891.21	novelGene_108313	492
PB.10891.29	novelGene_108321	543
PB.10891.27	novelGene_108323	486
PB.10891.41	novelGene_108333	543
PB.10891.39	novelGene_108334	543
PB.10891.38	novelGene_108336	543
PB.10891.47	novelGene_108337	543
PB.10900.6	novelGene_108403	2436
PB.10900.14	novelGene_108410	2373
PB.10900.56	novelGene_108455	1089
PB.10900.58	novelGene_108457	1089
PB.10901.3	novelGene_108496	1548
PB.10901.9	novelGene_108503	1623
PB.10901.15	novelGene_108506	1569
PB.10901.14	novelGene_108507	1548
PB.10901.11	novelGene_108509	1623
PB.10901.10	novelGene_108510	1494
PB.10901.17	novelGene_108513	1548
PB.10901.21	novelGene_108515	1623
PB.10901.23	novelGene_108516	1569
PB.10901.22	novelGene_108517	1569
PB.10901.25	novelGene_108518	1569
PB.10901.26	novelGene_108519	1368
PB.10901.31	novelGene_108522	1494
PB.10901.30	novelGene_108524	1494
PB.10901.28	novelGene_108525	1623
PB.10901.32	novelGene_108527	1623
PB.10901.34	novelGene_108528	1569
PB.10901.39	novelGene_108533	843
PB.10901.44	novelGene_108538	456
PB.10901.47	novelGene_108541	510
PB.10901.48	novelGene_108542	456
PB.10901.52	novelGene_108546	510
PB.10901.53	novelGene_108547	456
PB.10901.56	novelGene_108550	354
PB.10901.58	novelGene_108552	303
PB.10901.83	novelGene_108577	303
PB.10911.1	novelGene_108689	945
PB.10915.7	novelGene_108726	666
PB.10915.39	novelGene_108734	453
PB.10913.12	novelGene_108756	1350
PB.10913.13	novelGene_108758	1350
PB.10913.19	novelGene_108763	1350
PB.10913.53	novelGene_108797	366
PB.10930.9	novelGene_108895	1497
PB.10927.9	novelGene_109015	360
PB.10927.12	novelGene_109017	1290
PB.10927.10	novelGene_109019	2364
PB.10927.24	novelGene_109022	2283
PB.10931.1	novelGene_109101	507
PB.10943.2	novelGene_109210	1137
PB.10943.13	novelGene_109220	867
PB.10943.12	novelGene_109221	1137
PB.10943.6	novelGene_109223	1137
PB.10943.7	novelGene_109224	1137
PB.10943.11	novelGene_109225	1506
PB.10943.5	novelGene_109227	1137
PB.10943.8	novelGene_109228	1137
PB.10943.23	novelGene_109231	1521
PB.10943.24	novelGene_109232	1137
PB.10950.8	novelGene_109321	840
PB.10950.9	novelGene_109322	840
PB.10949.10	novelGene_109341	1287
PB.10967.2	novelGene_109408	342
PB.10967.3	novelGene_109412	786
PB.10967.9	novelGene_109414	342
PB.10967.8	novelGene_109415	342
PB.10967.7	novelGene_109416	786
PB.10967.6	novelGene_109417	786
PB.10967.14	novelGene_109421	786
PB.10970.1	novelGene_109434	309
PB.10971.8	novelGene_109465	1689
PB.10971.11	novelGene_109467	1563
PB.10971.15	novelGene_109470	1689
PB.10971.26	novelGene_109481	336
PB.10971.20	novelGene_109486	1689
PB.10971.22	novelGene_109487	1563
PB.10971.44	novelGene_109499	1638
PB.10971.46	novelGene_109501	1638
PB.10973.1	novelGene_109502	1101
PB.10973.3	novelGene_109503	885
PB.10973.2	novelGene_109504	996
PB.10974.3	novelGene_109509	1008
PB.10974.1	novelGene_109511	1008
PB.10974.4	novelGene_109512	1008
PB.10987.4	novelGene_109547	1017
PB.10987.3	novelGene_109548	1284
PB.10987.2	novelGene_109549	1569
PB.10987.1	novelGene_109550	1569
PB.10987.5	novelGene_109551	327
PB.10987.11	novelGene_109555	2202
PB.10987.15	novelGene_109556	2202
PB.10990.1	novelGene_109564	2343
PB.10990.18	novelGene_109570	390
PB.10990.16	novelGene_109571	597
PB.10990.14	novelGene_109574	897
PB.10990.12	novelGene_109575	897
PB.10990.10	novelGene_109577	1392
PB.10990.5	novelGene_109579	2343
PB.10990.6	novelGene_109581	2286
PB.10990.7	novelGene_109583	2205
PB.10990.35	novelGene_109599	477
PB.10992.1	novelGene_109601	1143
PB.10992.3	novelGene_109608	1347
PB.10992.5	novelGene_109609	1104
PB.10992.4	novelGene_109610	1143
PB.10992.2	novelGene_109612	1386
PB.10994.2	novelGene_109614	774
PB.10994.5	novelGene_109617	774
PB.11000.23	novelGene_109673	438
PB.11000.24	novelGene_109674	381
PB.11000.33	novelGene_109687	438
PB.11003.21	novelGene_109717	528
PB.11003.24	novelGene_109720	528
PB.11003.25	novelGene_109721	528
PB.11003.26	novelGene_109722	528
PB.11003.29	novelGene_109725	399
PB.11006.3	novelGene_109733	360
PB.11006.8	novelGene_109740	471
PB.11006.7	novelGene_109741	375
PB.11006.13	novelGene_109744	471
PB.11008.5	novelGene_109769	828
PB.11008.12	novelGene_109772	708
PB.11008.13	novelGene_109773	882
PB.11008.22	novelGene_109781	882
PB.11028.4	novelGene_109856	894
PB.11033.7	novelGene_109881	315
PB.11033.17	novelGene_109885	612
PB.11033.19	novelGene_109887	315
PB.11033.32	novelGene_109897	315
PB.11033.30	novelGene_109898	342
PB.11033.27	novelGene_109899	447
PB.11033.24	novelGene_109900	315
PB.11033.26	novelGene_109901	615
PB.11033.23	novelGene_109902	615
PB.11033.22	novelGene_109903	615
PB.11033.21	novelGene_109904	756
PB.11033.20	novelGene_109906	777
PB.11033.40	novelGene_109908	462
PB.11033.48	novelGene_109915	615
PB.11033.47	novelGene_109916	777
PB.11033.50	novelGene_109918	777
PB.11033.51	novelGene_109919	777
PB.11041.8	novelGene_109936	477
PB.11052.2	novelGene_110006	618
PB.11055.2	novelGene_110024	792
PB.11055.4	novelGene_110027	792
PB.11055.5	novelGene_110028	972
PB.11055.14	novelGene_110030	1491
PB.11055.11	novelGene_110031	1491
PB.11055.12	novelGene_110032	1608
PB.11055.13	novelGene_110034	1491
PB.11055.9	novelGene_110036	792
PB.11055.8	novelGene_110038	909
PB.11064.3	novelGene_110051	369
PB.11064.4	novelGene_110052	369
PB.11064.5	novelGene_110053	336
PB.11064.6	novelGene_110054	336
PB.11066.18	novelGene_110077	1119
PB.11066.19	novelGene_110078	1335
PB.11070.1	novelGene_110086	315
PB.11073.5	novelGene_110109	3135
PB.11073.12	novelGene_110117	405
PB.11071.8	novelGene_110124	948
PB.11074.1	novelGene_110152	348
PB.11074.8	novelGene_110155	348
PB.11074.4	novelGene_110157	777
PB.11074.5	novelGene_110158	348
PB.11074.7	novelGene_110159	570
PB.11076.4	novelGene_110170	2784
PB.11076.7	novelGene_110174	354
PB.11075.11	novelGene_110190	2529
PB.11075.13	novelGene_110193	2529
PB.11075.15	novelGene_110194	2340
PB.11075.19	novelGene_110199	2529
PB.11075.20	novelGene_110200	2340
PB.11077.4	novelGene_110201	441
PB.11077.3	novelGene_110202	432
PB.11077.2	novelGene_110203	441
PB.11079.2	novelGene_110206	1830
PB.11079.3	novelGene_110207	1833
PB.11079.5	novelGene_110209	1830
PB.11080.1	novelGene_110212	1374
PB.11080.6	novelGene_110221	975
PB.11080.11	novelGene_110225	1374
PB.11080.12	novelGene_110226	1800
PB.11080.19	novelGene_110231	975
PB.11080.17	novelGene_110232	1374
PB.11080.18	novelGene_110234	975
PB.11080.30	novelGene_110242	1800
PB.11080.34	novelGene_110245	1374
PB.11080.36	novelGene_110246	432
PB.11080.35	novelGene_110247	303
PB.11103.12	novelGene_110339	876
PB.11104.7	novelGene_110343	573
PB.11105.2	novelGene_110348	2589
PB.11105.5	novelGene_110352	2589
PB.11105.8	novelGene_110357	2436
PB.11105.18	novelGene_110364	1947
PB.11114.14	novelGene_110369	516
PB.11114.13	novelGene_110370	978
PB.11114.5	novelGene_110372	978
PB.11114.12	novelGene_110375	978
PB.11106.1	novelGene_110386	945
PB.11106.3	novelGene_110388	945
PB.11106.4	novelGene_110389	360
PB.11117.1	novelGene_110523	1224
PB.11127.2	novelGene_110556	939
PB.11127.8	novelGene_110561	855
PB.11127.6	novelGene_110563	939
PB.11128.1	novelGene_110568	768
PB.11128.13	novelGene_110582	2964
PB.11128.20	novelGene_110586	2478
PB.11128.22	novelGene_110587	3207
PB.11128.24	novelGene_110600	3201
PB.11128.36	novelGene_110602	1089
PB.11128.37	novelGene_110603	1923
PB.11133.6	novelGene_110737	1188
PB.11133.7	novelGene_110738	561
PB.11135.2	novelGene_110745	984
PB.11135.3	novelGene_110746	543
PB.11135.4	novelGene_110747	807
PB.11135.11	novelGene_110758	543
PB.11135.9	novelGene_110760	984
PB.11141.21	novelGene_110835	777
PB.11141.23	novelGene_110838	1014
PB.11141.31	novelGene_110844	1185
PB.11141.33	novelGene_110846	750
PB.11141.36	novelGene_110850	636
PB.11141.38	novelGene_110851	1185
PB.11141.48	novelGene_110860	444
PB.11141.47	novelGene_110861	636
PB.11141.46	novelGene_110862	843
PB.11141.44	novelGene_110863	1014
PB.11141.59	novelGene_110872	750
PB.11141.90	novelGene_110905	1107
PB.11145.61	novelGene_111016	507
PB.11145.62	novelGene_111017	588
PB.11162.1	novelGene_111052	708
PB.11162.3	novelGene_111054	708
PB.11167.14	novelGene_111092	531
PB.11167.16	novelGene_111093	531
PB.11167.17	novelGene_111094	600
PB.11172.5	novelGene_111146	678
PB.11172.7	novelGene_111147	678
PB.11172.11	novelGene_111151	678
PB.11172.12	novelGene_111152	354
PB.11189.5	novelGene_111161	903
PB.11197.1	novelGene_111216	447
PB.11199.3	novelGene_111223	303
PB.11213.3	novelGene_111270	489
PB.11220.3	novelGene_111333	783
PB.11233.1	novelGene_111370	978
PB.11244.2	novelGene_111464	384
PB.11251.1	novelGene_111479	1413
PB.11270.4	novelGene_111596	1272
PB.11270.5	novelGene_111597	525
PB.11270.6	novelGene_111598	1272
PB.11270.8	novelGene_111601	444
PB.11270.10	novelGene_111602	1272
PB.11270.11	novelGene_111603	1272
PB.11278.4	novelGene_111646	1209
PB.11278.7	novelGene_111649	1086
PB.11278.8	novelGene_111650	1086
PB.11278.13	novelGene_111657	645
PB.11278.20	novelGene_111662	645
PB.11278.24	novelGene_111666	798
PB.11278.25	novelGene_111667	645
PB.11278.30	novelGene_111672	480
PB.11278.35	novelGene_111678	303
PB.11277.59	novelGene_111747	1053
PB.11279.1	novelGene_111787	519
PB.11285.2	novelGene_111812	1383
PB.11298.22	novelGene_112006	1716
PB.11298.29	novelGene_112013	1293
PB.11298.33	novelGene_112017	1059
PB.11298.36	novelGene_112020	759
PB.11298.39	novelGene_112023	759
PB.11298.43	novelGene_112027	519
PB.11298.44	novelGene_112028	519
PB.11298.46	novelGene_112030	519
PB.11298.47	novelGene_112031	519
PB.11298.49	novelGene_112033	519
PB.11298.52	novelGene_112036	519
PB.11303.4	novelGene_112071	1287
PB.11303.12	novelGene_112073	1287
PB.11303.7	novelGene_112076	1287
PB.11303.8	novelGene_112077	831
PB.11303.10	novelGene_112078	417
PB.11303.15	novelGene_112084	1164
PB.11303.25	novelGene_112091	831
PB.11301.5	novelGene_112118	1071
PB.11301.17	novelGene_112135	1071
PB.11301.43	novelGene_112156	519
PB.11301.44	novelGene_112157	741
PB.11341.1	novelGene_112237	675
PB.11341.4	novelGene_112238	675
PB.11341.6	novelGene_112242	675
PB.11341.7	novelGene_112243	675
PB.11341.8	novelGene_112244	675
PB.11341.10	novelGene_112245	675
PB.11341.11	novelGene_112247	675
PB.11343.3	novelGene_112258	2067
PB.11343.5	novelGene_112260	1779
PB.11343.10	novelGene_112266	2151
PB.11343.11	novelGene_112267	2067
PB.11343.16	novelGene_112272	1971
PB.11343.25	novelGene_112276	1950
PB.11343.18	novelGene_112278	2151
PB.11343.22	novelGene_112280	2067
PB.11343.21	novelGene_112282	2151
PB.11343.23	novelGene_112283	2034
PB.11343.24	novelGene_112284	2067
PB.11343.26	novelGene_112285	1779
PB.11347.4	novelGene_112302	1539
PB.11347.5	novelGene_112304	1545
PB.11347.9	novelGene_112306	1539
PB.11347.12	novelGene_112309	450
PB.11346.1	novelGene_112311	774
PB.11346.2	novelGene_112312	774
PB.11346.3	novelGene_112313	456
PB.11346.4	novelGene_112314	456
PB.11350.2	novelGene_112319	1632
PB.11350.3	novelGene_112320	1632
PB.11350.4	novelGene_112321	1632
PB.11348.5	novelGene_112330	1668
PB.11348.6	novelGene_112332	1809
PB.11348.9	novelGene_112333	1668
PB.11348.8	novelGene_112334	1668
PB.11348.11	novelGene_112337	1809
PB.11349.1	novelGene_112342	2040
PB.11353.2	novelGene_112376	357
PB.11353.10	novelGene_112382	690
PB.11353.8	novelGene_112383	906
PB.11353.16	novelGene_112388	474
PB.11369.1	novelGene_112449	1128
PB.11369.2	novelGene_112450	954
PB.11369.4	novelGene_112452	1128
PB.11369.20	novelGene_112468	651
PB.11369.25	novelGene_112473	453
PB.11373.1	novelGene_112494	420
PB.11377.3	novelGene_112500	399
PB.11377.9	novelGene_112502	498
PB.11377.8	novelGene_112504	498
PB.11377.5	novelGene_112506	498
PB.11377.11	novelGene_112507	399
PB.11377.17	novelGene_112512	498
PB.11397.15	novelGene_112596	462
PB.11397.14	novelGene_112597	639
PB.11397.13	novelGene_112598	639
PB.11397.12	novelGene_112599	1035
PB.11397.11	novelGene_112600	1035
PB.11397.10	novelGene_112601	2052
PB.11397.19	novelGene_112613	2052
PB.11397.18	novelGene_112615	1767
PB.11397.38	novelGene_112629	768
PB.11397.52	novelGene_112633	450
PB.11397.47	novelGene_112634	450
PB.11397.49	novelGene_112635	450
PB.11397.46	novelGene_112639	855
PB.11397.48	novelGene_112641	450
PB.11397.44	novelGene_112643	666
PB.11416.7	novelGene_112724	732
PB.11416.9	novelGene_112725	738
PB.11416.6	novelGene_112726	1023
PB.11416.24	novelGene_112735	348
PB.11416.28	novelGene_112736	492
PB.11416.27	novelGene_112737	498
PB.11416.26	novelGene_112738	492
PB.11416.23	novelGene_112739	732
PB.11416.25	novelGene_112740	738
PB.11416.21	novelGene_112746	1086
PB.11416.22	novelGene_112747	1092
PB.11423.24	novelGene_112783	4206
PB.11423.46	novelGene_112804	1308
PB.11423.45	novelGene_112805	4206
PB.11423.71	novelGene_112830	309
PB.11423.73	novelGene_112832	306
PB.11424.1	novelGene_112833	945
PB.11424.2	novelGene_112834	945
PB.11424.3	novelGene_112835	945
PB.11424.4	novelGene_112836	1029
PB.11424.7	novelGene_112839	867
PB.11424.14	novelGene_112843	867
PB.11424.10	novelGene_112844	1191
PB.11424.11	novelGene_112845	867
PB.11424.12	novelGene_112846	867
PB.11424.13	novelGene_112849	1191
PB.11424.19	novelGene_112850	945
PB.11424.17	novelGene_112851	867
PB.11424.21	novelGene_112853	945
PB.11424.23	novelGene_112854	867
PB.11424.24	novelGene_112855	588
PB.11424.25	novelGene_112857	945
PB.11424.27	novelGene_112859	606
PB.11424.28	novelGene_112860	606
PB.11424.29	novelGene_112861	606
PB.11424.30	novelGene_112862	534
PB.11424.34	novelGene_112866	429
PB.11434.1	novelGene_112877	375
PB.11428.1	novelGene_112879	2790
PB.11428.3	novelGene_112880	2790
PB.11428.6	novelGene_112883	2790
PB.11428.9	novelGene_112886	891
PB.11428.13	novelGene_112890	2790
PB.11428.14	novelGene_112892	2790
PB.11430.1	novelGene_112957	1443
PB.11438.5	novelGene_113001	306
PB.11438.3	novelGene_113002	381
PB.11438.2	novelGene_113003	438
PB.11438.1	novelGene_113004	720
PB.11438.21	novelGene_113009	1008
PB.11438.27	novelGene_113012	1008
PB.11438.32	novelGene_113017	1008
PB.11448.1	novelGene_113169	1626
PB.11448.2	novelGene_113170	1626
PB.11449.1	novelGene_113174	465
PB.11456.1	novelGene_113182	1668
PB.11456.3	novelGene_113186	1668
PB.11456.7	novelGene_113188	1758
PB.11456.10	novelGene_113191	1758
PB.11456.11	novelGene_113192	1758
PB.11456.21	novelGene_113201	1758
PB.11456.19	novelGene_113202	1758
PB.11456.23	novelGene_113203	435
PB.11456.22	novelGene_113204	1758
PB.11456.37	novelGene_113219	435
PB.11456.39	novelGene_113221	435
PB.11456.49	novelGene_113231	435
PB.11456.50	novelGene_113232	435
PB.11464.1	novelGene_113291	1323
PB.11464.5	novelGene_113296	1323
PB.11464.11	novelGene_113297	534
PB.11464.9	novelGene_113299	864
PB.11464.7	novelGene_113301	1323
PB.11467.24	novelGene_113312	516
PB.11467.23	novelGene_113327	516
PB.11467.25	novelGene_113332	414
PB.11467.26	novelGene_113333	516
PB.11467.27	novelGene_113334	516
PB.11467.30	novelGene_113337	414
PB.11467.36	novelGene_113343	429
PB.11467.37	novelGene_113344	327
PB.11467.38	novelGene_113345	429
PB.11467.53	novelGene_113360	333
PB.11467.59	novelGene_113366	381
PB.11469.15	novelGene_113406	594
PB.11469.13	novelGene_113410	594
PB.11472.1	novelGene_113418	951
PB.11472.7	novelGene_113426	1119
PB.11472.10	novelGene_113429	843
PB.11475.1	novelGene_113433	459
PB.11474.1	novelGene_113435	2403
PB.11474.2	novelGene_113436	2403
PB.11478.1	novelGene_113437	741
PB.11477.1	novelGene_113457	918
PB.11477.3	novelGene_113458	918
PB.11477.5	novelGene_113461	405
PB.11480.2	novelGene_113470	1461
PB.11480.7	novelGene_113475	531
PB.11479.14	novelGene_113496	474
PB.11479.18	novelGene_113509	342
PB.11479.17	novelGene_113510	474
PB.11479.30	novelGene_113518	462
PB.11479.34	novelGene_113519	462
PB.11485.4	novelGene_113540	1053
PB.11485.6	novelGene_113543	519
PB.11485.9	novelGene_113545	852
PB.11485.11	novelGene_113546	1053
PB.11485.10	novelGene_113548	720
PB.11485.14	novelGene_113550	1101
PB.11485.15	novelGene_113551	804
PB.11485.16	novelGene_113552	519
PB.11485.17	novelGene_113553	567
PB.11485.39	novelGene_113575	465
PB.11490.1	novelGene_113600	963
PB.11490.2	novelGene_113601	414
PB.11492.3	novelGene_113610	1362
PB.11503.1	novelGene_113632	1062
PB.11505.2	novelGene_113635	606
PB.11505.4	novelGene_113636	606
PB.11505.5	novelGene_113637	606
PB.11505.7	novelGene_113639	606
PB.11505.9	novelGene_113642	606
PB.11505.10	novelGene_113643	606
PB.11505.14	novelGene_113644	606
PB.11505.12	novelGene_113646	606
PB.11505.15	novelGene_113647	606
PB.11505.16	novelGene_113648	606
PB.11505.19	novelGene_113651	606
PB.11505.20	novelGene_113652	606
PB.11507.5	novelGene_113711	3021
PB.11507.11	novelGene_113717	534
PB.11508.10	novelGene_113735	741
PB.11510.6	novelGene_113742	321
PB.11510.5	novelGene_113743	321
PB.11510.4	novelGene_113744	636
PB.11510.3	novelGene_113745	726
PB.11510.2	novelGene_113746	636
PB.11510.1	novelGene_113747	636
PB.11517.8	novelGene_113758	2514
PB.11517.12	novelGene_113762	2253
PB.11521.2	novelGene_113779	582
PB.11521.5	novelGene_113782	471
PB.11521.6	novelGene_113783	339
PB.11524.2	novelGene_113792	1665
PB.11524.3	novelGene_113793	1665
PB.11524.4	novelGene_113794	1665
PB.11524.5	novelGene_113795	1665
PB.11524.7	novelGene_113797	1665
PB.11524.9	novelGene_113799	1665
PB.11524.11	novelGene_113801	768
PB.11524.15	novelGene_113804	1665
PB.11524.16	novelGene_113806	1665
PB.11524.25	novelGene_113815	768
PB.11529.5	novelGene_113817	369
PB.11529.6	novelGene_113818	552
PB.11529.1	novelGene_113819	369
PB.11529.3	novelGene_113820	552
PB.11529.2	novelGene_113822	447
PB.11529.7	novelGene_113823	369
PB.11529.9	novelGene_113824	552
PB.11529.8	novelGene_113825	552
PB.11529.10	novelGene_113826	369
PB.11529.11	novelGene_113829	333
PB.11536.19	novelGene_113881	897
PB.11538.3	novelGene_113893	861
PB.11538.5	novelGene_113895	861
PB.11538.7	novelGene_113897	861
PB.11538.9	novelGene_113899	327
PB.11538.10	novelGene_113900	327
PB.11538.11	novelGene_113901	327
PB.11538.14	novelGene_113904	321
PB.11542.1	novelGene_113926	2853
PB.11542.5	novelGene_113930	2643
PB.11542.10	novelGene_113935	1890
PB.11542.22	novelGene_113936	2424
PB.11542.14	novelGene_113938	1890
PB.11542.21	novelGene_113939	2598
PB.11542.23	novelGene_113941	2379
PB.11542.9	novelGene_113942	1611
PB.11542.17	novelGene_113943	2853
PB.11542.20	novelGene_113944	2634
PB.11542.8	novelGene_113945	2802
PB.11542.11	novelGene_113946	1566
PB.11542.13	novelGene_113947	1890
PB.11543.2	novelGene_113956	2673
PB.11544.16	novelGene_113971	1545
PB.11544.17	novelGene_113972	1794
PB.11545.9	novelGene_113998	408
PB.11545.8	novelGene_114000	702
PB.11545.7	novelGene_114001	873
PB.11548.1	novelGene_114004	339
PB.11553.3	novelGene_114013	402
PB.11571.3	novelGene_114191	531
PB.11571.6	novelGene_114192	315
PB.11571.7	novelGene_114193	315
PB.11571.9	novelGene_114194	486
PB.11571.8	novelGene_114195	558
PB.11571.10	novelGene_114196	486
PB.11579.2	novelGene_114237	657
